wl,n,k
579,3.3453510000000004,0.2004042
580,3.3433839999999995,0.1984021
581,3.3414269999999995,0.196418
582,3.3394800000000004,0.1944519
583,3.337543,0.19250350000000002
584,3.3356169999999996,0.19057290000000002
585,3.3337,0.1886597
586,3.3317930000000002,0.186764
587,3.3298949999999996,0.1848856
588,3.328007,0.1830243
589,3.326129,0.18118
590,3.324261,0.1793526
591,3.322402,0.177542
592,3.3205519999999997,0.17574800000000002
593,3.318712,0.1739705
594,3.316881,0.17220950000000002
595,3.3150589999999998,0.1704646
596,3.313246,0.168736
597,3.311443,0.16702329999999999
598,3.309648,0.16532650000000002
599,3.3078629999999998,0.1636455
600,3.306086,0.16198010000000002
601,3.304318,0.16033029999999998
602,3.3025589999999996,0.1586958
603,3.3008089999999997,0.1570766
604,3.299068,0.15547260000000002
605,3.297335,0.1538836
606,3.29561,0.15230950000000001
607,3.2938949999999996,0.15075020000000006
608,3.292187,0.1492056
609,3.290488,0.14767550000000002
610,3.2887980000000003,0.14615989999999998
611,3.287116,0.14465870000000006
612,3.2854410000000005,0.1431716
613,3.283776,0.1416986
614,3.282118,0.14023970000000002
615,3.280468,0.1387945
616,3.2788269999999997,0.13736320000000002
617,3.277193,0.1359454
618,3.2755669999999997,0.13454129999999995
619,3.273949,0.1331505
620,3.272339,0.131773
621,3.270737,0.1304087
622,3.269143,0.1290575
623,3.2675560000000003,0.1277193
624,3.2659759999999998,0.126394
625,3.264405,0.12508139999999998
626,3.262841,0.1237815
627,3.261284,0.12249410000000001
628,3.259735,0.1212192
629,3.258193,0.1199566
630,3.2566580000000003,0.11870619999999996
631,3.255131,0.117468
632,3.2536110000000003,0.1162418
633,3.252098,0.1150275
634,3.250593,0.113825
635,3.249094,0.1126343
636,3.247603,0.11145510000000004
637,3.246118,0.1102875
638,3.244641,0.10913130000000001
639,3.24317,0.10798640000000001
640,3.241707,0.1068528
641,3.24025,0.10573030000000001
642,3.2388,0.10461880000000001
643,3.237357,0.1035182
644,3.23592,0.1024285
645,3.23449,0.1013495
646,3.2330669999999997,0.1002811
647,3.23165,0.0992233
648,3.2302400000000002,0.098176
649,3.228837,0.097139
650,3.22744,0.0961123
651,3.226049,0.0950958
652,3.2246650000000003,0.0940894
653,3.223287,0.093093
654,3.221915,0.0921065
655,3.22055,0.0911299
656,3.219191,0.0901629
657,3.217838,0.0892056
658,3.216491,0.0882579
659,3.2151509999999996,0.0873197
660,3.213816,0.0863909
661,3.212488,0.0854713
662,3.2111650000000003,0.084561
663,3.209849,0.0836598
664,3.208539,0.0827677
665,3.207234,0.0818846
666,3.2059349999999998,0.0810103
667,3.2046419999999998,0.0801449
668,3.2033549999999997,0.0792882
669,3.202074,0.0784401
670,3.200798,0.0776007
671,3.199529,0.0767697
672,3.198264,0.0759471
673,3.197006,0.0751328
674,3.195753,0.0743269
675,3.194505,0.0735291
676,3.193263,0.0727394
677,3.192027,0.0719577
678,3.1907959999999997,0.071184
679,3.189571,0.0704182
680,3.188351,0.0696602
681,3.187136,0.0689099
682,3.185926,0.0681673
683,3.1847220000000003,0.0674323
684,3.1835240000000002,0.0667049
685,3.18233,0.0659848
686,3.181142,0.0652722
687,3.179959,0.0645668
688,3.1787810000000003,0.0638687
689,3.177608,0.0631778
690,3.17644,0.062494000000000015
691,3.175277,0.0618172
692,3.1741200000000003,0.0611474
693,3.172967,0.060484500000000004
694,3.1718189999999997,0.0598284
695,3.170677,0.059179099999999984
696,3.169539,0.0585366
697,3.168406,0.057900599999999997
698,3.167278,0.0572713
699,3.166155,0.056648500000000004
700,3.165036,0.0560321
701,3.163923,0.0554221
702,3.162814,0.0548185
703,3.16171,0.0542211
704,3.1606099999999997,0.05363
705,3.1595150000000003,0.053045
706,3.158425,0.052466
707,3.15734,0.0518932
708,3.156259,0.051326300000000005
709,3.155183,0.0507653
710,3.154111,0.050210199999999997
711,3.153044,0.0496608
712,3.151981,0.0491173
713,3.150923,0.0485794
714,3.149869,0.0480471
715,3.148819,0.0475205
716,3.147774,0.0469993
717,3.146734,0.046483699999999996
718,3.145697,0.045973400000000005
719,3.1446650000000003,0.0454685
720,3.143638,0.045
721,3.142614,0.044474599999999996
722,3.141595,0.043985500000000004
723,3.14058,0.043501599999999994
724,3.139569,0.0430227
725,3.138563,0.0425489
726,3.1375599999999997,0.0420801
727,3.136562,0.0416163
728,3.135568,0.041157400000000004
729,3.134578,0.040703300000000005
730,3.1335919999999997,0.0403
731,3.1326099999999997,0.0398
732,3.1316319999999997,0.0393698
733,3.1306580000000004,0.0389
734,3.1296880000000002,0.0385
735,3.1287220000000002,0.0381
736,3.12776,0.0377
737,3.126802,0.0372
738,3.1258470000000003,0.0368275
739,3.1248970000000003,0.036419400000000005
740,3.123951,0.0360157
741,3.123008,0.0356
742,3.1220689999999998,0.0352211
743,3.121134,0.0348
744,3.120202,0.034443400000000006
745,3.119275,0.0340608
746,3.1183509999999997,0.0337
747,3.1174310000000003,0.0333
748,3.116514,0.0329373
749,3.115601,0.0325708
750,3.114692,0.0322082
751,3.113787,0.0318
752,3.112885,0.0314947
753,3.111986,0.0311437
754,3.1110919999999997,0.030796499999999997
